date,Article_title,Stock_symbol,Url,Publisher,Author,Article,Lsa_summary,Luhn_summary,Textrank_summary,Lexrank_summary,volume,open,high,low,close,adj close,next_close,return_1d,signal,sentiment,strategy_return,cumulative_return
2009-08-10,VLCCF - Notification of date of release Q2 2009 results,A,https://www.benzinga.com/09/08/1164/vlccf-notification-of-date-of-release-q2-2009-results,Benzinga Staff,,,,,,,3605100.0,16.93132972717285,17.081544876098633,16.738197326660156,17.045780181884766,15.55916690826416,17.045780181884766,0.0,Neutral,Neutral,0,0
2016-10-12,8 Biggest Price Target Changes For Wednesday,AA,https://www.benzinga.com/analyst-ratings/price-target/16/10/8554476/8-biggest-price-target-changes-for-wednesday,Monica Gerson,,,,,,,23879900.0,22.043519973754883,22.043519973754883,21.64302062988281,21.7151107788086,21.6301383972168,21.7151107788086,0.0,Neutral,Neutral,0,0
2012-04-30,Top 4 Stocks In The Auto Parts Stores Industry With The Highest ROA,AAP,https://www.benzinga.com/trading-ideas/12/04/2539156/top-4-stocks-in-the-auto-parts-stores-industry-with-the-highest-roa,Monica Gerson,,,,,,,664900.0,92.55999755859376,92.72000122070312,91.54000091552734,91.8000030517578,90.13224792480467,81.08000183105469,-11.677560854392414,Bearish,Positive,0,0
2020-02-18,"9 Stocks To Watch For February 18, 2020",A,https://www.benzinga.com/news/earnings/20/02/15351319/9-stocks-to-watch-for-february-18-2020,Lisa Levin,,,,,,,2872500.0,85.66000366210938,86.08000183105469,84.52999877929688,84.79000091552734,84.57476806640625,84.79000091552734,0.0,Neutral,Neutral,0,0
2010-08-13,"Benzinga’s Top Downgrades (EAT, AAP, STRA, EDMC)",AAP,https://www.benzinga.com/analyst-ratings/downgrades/10/08/426864/benzinga%E2%80%99s-top-downgrades-eat-aap-stra-edmc,Lisa Levin,,,,,,,1118200.0,54.61000061035156,54.77999877929688,53.93999862670898,54.2599983215332,52.93540954589844,54.5,0.44231788774595604,Neutral,Neutral,0,0
2011-05-20,Goldman Sachs Raises PT On Advance Auto Parts To $70,AAP,https://www.benzinga.com/analyst-ratings/11/05/1100460/goldman-sachs-raises-pt-on-advance-auto-parts-to-70,Joe Young,,,,,,,2618200.0,63.400001525878906,64.12000274658203,61.630001068115234,63.27000045776367,61.90114212036133,62.9900016784668,-0.4425458784116655,Neutral,Positive,0,0
2009-08-07,Canadian Real Estate Investment Trust Announces Second Quarter 2009 Results,A,https://www.benzinga.com/09/08/802/canadian-real-estate-investment-trust-announces-second-quarter-2009-results,Benzinga Staff,,,,,,,3289700.0,16.917024612426758,17.052932739257812,16.802574157714844,16.9742488861084,15.493871688842772,16.9742488861084,0.0,Neutral,Neutral,0,0
2015-01-14,3 Auto Parts Stocks Set To Gain In 2015,AAP,https://www.benzinga.com/trading-ideas/long-ideas/15/01/5147300/3-auto-parts-stocks-set-to-gain-in-2015,Zacks,,,,,,,719400.0,151.89999389648438,153.16000366210938,149.3800048828125,150.8300018310547,149.14944458007812,148.02000427246094,-1.8630229559641855,Bearish,Positive,0,0
2011-07-15,JP Morgan Raises PT On Agilent Technologies To $63,A,https://www.benzinga.com/analyst-ratings/price-target/11/07/1768202/jp-morgan-raises-pt-on-agilent-technologies-to-63,Joe Young,,,,,,,5284800.0,34.05579376220703,34.05579376220703,33.31187438964844,33.67668151855469,30.7396297454834,32.51788330078125,-3.440951321569436,Bearish,Positive,0,0
2019-07-19,"U.S. Department Of Transportation Set To Grant Final Approval To American Airlines, Qantas Joint Venture",AAL,https://www.benzinga.com/government/19/07/14104186/u-s-department-of-transportation-set-to-grant-final-approval-to-american-airlines-qantas-joint-ventu,Benzinga_Newsdesk,,,,,,,4249000.0,33.81999969482422,34.02000045776367,33.060001373291016,33.08000183105469,32.736568450927734,31.670000076293945,-4.262399264552239,Bearish,Neutral,0,0
2014-08-07,Nomura Says Aluminum Rally Is Overdone,AA,https://www.benzinga.com/analyst-ratings/analyst-color/14/08/4765236/nomura-says-aluminum-rally-is-overdone,John Seward,,,,,,,8014800.0,39.55337905883789,39.74562072753906,38.1356086730957,38.448001861572266,37.45551300048828,38.904571533203125,1.187499088443367,Bullish,Negative,0,0
2014-09-05,UPDATE: Bank Of America Upgrades AllianceBernstein Holding LP On Multiple Positive Factors,AB,https://www.benzinga.com/analyst-ratings/analyst-color/14/09/4828346/update-bank-of-america-upgrades-alliancebernstein-holdin,Dwight Einhorn,,,,,,,149900.0,27.1299991607666,27.229999542236328,26.82999992370605,26.88999938964844,16.87851333618164,27.5,2.268503622898498,Bullish,Positive,0,0
2016-09-01,Walgreens Added To Credit Suisse Focus List,ABC,https://www.benzinga.com/analyst-ratings/analyst-color/16/09/8414427/walgreens-added-to-credit-suisse-focus-list,Jim Swanson,,,,,,,1331100.0,87.01000213623047,87.72000122070312,86.58000183105469,87.1500015258789,81.83860778808594,80.52999877929688,-7.59610169899566,Bearish,Neutral,0,0
2016-01-11,Alcoa Gets $1.5B Long-Term Supply Contract from GE -Wall Street Journal,AA,https://www.benzinga.com/news/16/01/6130279/alcoa-gets-1-5b-contract-long-term-supply-contract-from-ge-wall-street-journal,Charles Gross,,,,,,,19951000.0,19.920869827270508,19.920869827270508,18.983699798583984,19.224000930786133,18.95582771301269,19.224000930786133,0.0,Neutral,Neutral,0,0
2013-10-17,"Wedbush Upgrades Advance Auto Parts Inc to Outperform, Raises PT to $120.00",AAP,https://www.benzinga.com/news/13/10/3999164/wedbush-upgrades-advance-auto-parts-inc-to-outperform-raises-pt-to-120-00,Juan Lopez,,,,,,,3577600.0,96.6500015258789,97.97000122070312,95.81999969482422,97.22000122070312,95.91301727294922,97.22000122070312,0.0,Neutral,Positive,0,0
2014-04-25,"Aaron's, Inc. Sees FY2015 EPS $2.55-2.80 vs $2.61 Est",AAN,https://www.benzinga.com/news/14/04/4498718/aarons-inc-sees-fy2015-eps-2-55-2-80-vs-2-61-est,Paul Quintaro,,,,,,,1914000.0,29.68000030517578,30.520000457763672,28.56999969482422,28.670000076293945,28.107553482055664,28.670000076293945,0.0,Neutral,Neutral,0,0
2011-04-13,"J.P. Morgan Downgrades Rating To Underweight, Lowers PT To $58 On AAP",AAP,https://www.benzinga.com/analyst-ratings/analyst-color/11/04/999749/j-p-morgan-downgrades-rating-to-underweight-lowers-pt-to-,BenzingaStaffT,,,,,,,1928500.0,64.27999877929688,64.6500015258789,63.36000061035156,64.0,62.6153450012207,64.0,0.0,Neutral,Negative,0,0
2017-08-09,"American Air Reports Jul. RPMs Up 0.8%, ASMs Up 1.9%, Load Factor Down 0.9 Points",AAL,https://www.benzinga.com/news/17/08/9900928/american-air-reports-jul-rpms-up-0-8-asms-up-1-9-load-factor-down-0-9-points,Paul Quintaro,,,,,,,5020800.0,49.7400016784668,49.91999816894531,49.22999954223633,49.400001525878906,47.9460563659668,48.810001373291016,-1.1943322557972198,Bearish,Positive,0,0
2016-06-14,February 27 Earnings Update,AA,https://www.benzinga.com/news/earnings/16/06/8109073/november-9-earnings-update,The Ticker Tape,,,,,,,9622900.0,22.323869705200195,22.51610946655273,21.651029586791992,21.867300033569336,21.718414306640625,22.70834922790528,3.8461501559169062,Bullish,Neutral,0,0
2020-04-22,Morning Market Stats in 5 Minutes,AA,https://www.benzinga.com/intraday-update/20/04/15856540/morning-market-stats-in-5-minutes,Benzinga Insights,,,,,,,8429500.0,7.630000114440918,7.800000190734863,7.329999923706055,7.550000190734863,7.390113830566406,7.550000190734863,0.0,Neutral,Neutral,0,0
2014-02-14,Handelsbanken Downgrades ABB Ltd to Accumulate,ABB,https://www.benzinga.com/news/14/02/4310018/handelsbanken-downgrades-abb-ltd-to-accumulate,Paul Quintaro,,,,,,,1181900.0,25.25,25.420000076293945,25.229999542236328,25.40999984741211,19.54917526245117,25.040000915527344,-1.4561154431586834,Bearish,Negative,0,0
2010-02-16,"US Stock-Index Futures Rise On Higher Commodity Prices, Better Earnings Results",AA,https://www.benzinga.com/markets/company-news/dividends/127804/us-stock-index-futures-rise-on-higher-commodity-prices-better-,Monica Gerson,,,,,,,15476100.0,32.51258850097656,33.0412483215332,32.08005142211914,33.01721954345703,30.61615753173828,32.51258850097656,-1.5283874579937808,Bearish,Positive,0,0
2016-09-07,Goldman's 7 Favorite Biotech Ideas For 2016,A,https://www.benzinga.com/analyst-ratings/analyst-color/16/09/8432263/goldmans-7-favorite-biotech-ideas-for-2016,R. Chandrasekaran,,,,,,,1542400.0,47.06999969482422,47.16999816894531,46.86000061035156,47.11000061035156,45.50726318359375,47.11000061035156,0.0,Neutral,Positive,0,0
2010-12-07,"Aaron's, Inc. Shareholders Approve Reclassification Proposal",AAN,https://www.benzinga.com/news/10/12/677082/aarons-inc-shareholders-approve-reclassification-proposal,Benzinga Staff,,,,,,,4400.0,20.82999992370605,21.030000686645508,20.709999084472656,20.790000915527344,20.22827339172364,20.75,-0.19240458761821616,Neutral,Neutral,0,0
2009-08-12,International Drug & Explosives Detection Firm IDenta Corp. Releases Statement Updating Details About US Department of Defense Testing of the IDenta-Alert Explosive Detectors,A,https://www.benzinga.com/09/08/2241/international-drug-explosives-detection-firm-identa-corp-releases-statement-updating-deta,Benzinga Staff,,,,,,,4757200.0,17.138769149780273,17.682403564453125,17.103004455566406,17.439199447631836,15.9182767868042,17.439199447631836,0.0,Neutral,Neutral,0,0
2015-05-27,Atlas Air Worldwide to Refinance Existing Debt,AAWW,https://www.benzinga.com/news/15/05/5545423/atlas-air-worldwide-to-refinance-existing-debt,Eddie Staley,,,,,,,471500.0,56.68000030517578,58.47999954223633,56.20000076293945,58.04999923706055,58.04999923706055,55.040000915527344,-5.185182361917321,Bearish,Neutral,0,0
2017-08-28,Applied Optoelectronics Reports No Impact to Operations from Hurricane Harvey,AAOI,https://www.benzinga.com/news/17/08/9981569/applied-optoelectronics-reports-no-impact-to-operations-from-hurricane-harvey,Paul Quintaro,,,,,,,1468300.0,61.84000015258789,62.29999923706055,60.5,61.25,61.25,62.68999862670898,2.351018166055473,Bullish,Neutral,0,0
2015-04-09,Morning Market Losers,AA,https://www.benzinga.com/news/15/04/5394434/morning-market-losers,Lisa Levin,,,,,,,24279900.0,32.248260498046875,32.320350646972656,31.142879486083984,31.743629455566406,31.03639030456543,31.743629455566406,0.0,Neutral,Neutral,0,0
2016-12-06,Pressure Biosciences CEO On Its Beaten Down Stock: 'We Can Now Begin To Focus On The Area That Is Most Important',A,https://www.benzinga.com/general/biotech/16/12/8772864/pressure-biosciences-ceo-on-its-beaten-down-stock-we-can-now-begin-to-,Javier Hasse,,,,,,,1136700.0,44.58000183105469,44.900001525878906,44.20000076293945,44.84000015258789,43.42208480834961,46.209999084472656,3.0553053684717653,Bullish,Neutral,0,0
2012-03-06,AmerisourceBergen To Buy World Courier Group For $520M,ABC,https://www.benzinga.com/news/12/03/2399253/amerisourcebergen-to-buy-world-courier-group-for-520m,Lisa Levin,,,,,,,3321300.0,36.36000061035156,36.810001373291016,36.20000076293945,36.27999877929688,31.926538467407227,36.27999877929688,0.0,Neutral,Neutral,0,0
2018-10-11,10 Biggest Price Target Changes For Thursday,AAP,https://www.benzinga.com/analyst-ratings/price-target/18/10/12492875/10-biggest-price-target-changes-for-thursday,Lisa Levin,,,,,,,1345400.0,162.8699951171875,165.52999877929688,160.60000610351562,161.0399932861328,160.27984619140625,161.0399932861328,0.0,Neutral,Neutral,0,0
2013-04-10,Benzinga's Top Pre-Market Gainers,ABC,https://www.benzinga.com/news/13/04/3485645/benzingas-top-pre-market-gainers,Monica Gerson,,,,,,,3148400.0,53.93000030517578,54.0,53.08000183105469,53.29999923706055,47.69561767578125,53.29999923706055,0.0,Neutral,Positive,0,0
2019-11-01,From AbbVie Earnings Conference Call: Co. Notified FTC It Plans To Divest 2 Assets For Allergan Deal To Go Through,ABBV,https://www.benzinga.com/m-a/19/11/14711418/from-abbvie-earnings-conference-call-co-notified-ftc-it-plans-to-divest-2-assets-for-allergan-deal-t,Benzinga Newsdesk,,,,,,,13356300.0,80.02999877929688,82.18000030517578,79.12999725341797,81.75,80.66024780273438,81.75,0.0,Neutral,Neutral,0,0
2011-01-11,Half of Dow Companies to Post Profit Gains,AA,https://www.benzinga.com/11/01/768822/half-of-dow-companies-to-post-profit-gains,webmaster,,,,,,,30137000.0,39.1208381652832,39.55337905883789,38.68830108642578,39.240989685058594,36.652252197265625,39.240989685058594,0.0,Neutral,Positive,0,0
2010-06-22,Anthony Scaramucci Is Bullish On Intel (INTC) And Alcoa (AA),AA,https://www.benzinga.com/media/cnbc/10/06/344995/anthony-scaramucci-is-bullish-on-intel-intc-and-alcoa-aa,Craig Jones,,,,,,,13244500.0,28.25927925109864,28.35540008544922,27.033750534057617,27.12986946105957,25.21708106994629,27.12986946105957,0.0,Neutral,Positive,0,0
2020-05-26,"'FAANG Stocks Are Strong Once Again,' Facebook, Amazon, Netflix Hit Record Highs Last Week",AAPL,https://www.benzinga.com/news/20/05/16103196/faang-stocks-are-strong-once-again-facebook-amazon-netflix-hit-record-highs-last-week,Neer Varshney,,,,,,,31380500.0,323.5,324.239990234375,316.5,316.7300109863281,316.7300109863281,318.1099853515625,0.4356942245343282,Neutral,Positive,0,0
2013-02-07,"Earnings Scheduled For February 7, 2013",AAP,https://www.benzinga.com/news/earnings/13/02/3311954/earnings-scheduled-for-february-7-2013,Monica Gerson,,,,,,,5130000.0,79.8499984741211,81.0,73.66999816894531,77.13999938964844,75.93438720703125,78.9000015258789,2.2815687712679016,Bullish,Neutral,0,0
2011-11-10,AmerisourceBergen Increases Dividend 13 Percent,ABC,https://www.benzinga.com/news/11/11/2115544/amerisourcebergen-increases-dividend-13-percent,Matthew Kennedy,,,,,,,1895100.0,38.66999816894531,38.90999984741211,38.09000015258789,38.72999954223633,33.848609924316406,35.97999954223633,-7.1004390201477685,Bearish,Positive,0,0
2014-05-06,"Imperial Capital Maintains In-line on Atlas Air Worldwide Holdings, Raises PT to $37.00",AAWW,https://www.benzinga.com/news/14/05/4528508/imperial-capital-maintains-in-line-on-atlas-air-worldwide-holdings-raises-pt-to-3,Juan Lopez,,,,,,,308400.0,37.25,37.470001220703125,36.56999969482422,36.61000061035156,36.61000061035156,37.400001525878906,2.1578828253391755,Bullish,Neutral,0,0
2014-08-06,Gain An Inside Edge In Your ETF Portfolio,AA,https://www.benzinga.com/etfs/sector-etfs/14/08/4761525/gain-an-inside-edge-in-your-etf-portfolio,David Fabian,,,,,,,4787500.0,39.04875183105469,39.88980102539063,39.04875183105469,39.50532150268555,38.48554229736328,38.448001861572266,-2.676398016508751,Bearish,Positive,0,0
2010-02-25,"Stock Market News for February 25, 2010 - Market News",AA,https://www.benzinga.com/143971/stock-market-news-for-february-25-2010-market-news,Zacks,,,,,,,16459400.0,30.998699188232425,32.03199005126953,30.758399963378903,31.983930587768555,29.65801048278809,31.95989990234375,-0.07513362173814439,Neutral,Neutral,0,0
2011-12-14,AmerisourceBergen Reaffirms Guidance for Fiscal Year 2012,ABC,https://www.benzinga.com/news/11/12/2202059/amerisourcebergen-reaffirms-guidance-for-fiscal-year-2012,Allie Wickman,,,,,,,2847600.0,35.630001068115234,35.95000076293945,35.560001373291016,35.56999969482422,31.19336700439453,35.79999923706055,0.6466110323576846,Bullish,Neutral,0,0
2011-05-03,Alcoa Spokesman Says Will Not Comment on Rio Tinto Speculation - Reuters,AA,https://www.benzinga.com/news/m-a/11/05/1052581/alcoa-spokesman-says-will-not-comment-on-rio-tinto-speculation-reuters,Benzinga Staff,,,,,,,31226300.0,41.2595100402832,43.15787887573242,41.16339111328125,42.46100997924805,39.72866439819336,42.46100997924805,0.0,Neutral,Neutral,0,0
